dataset,model,task_id,difficulty,archived_accuracy,replayed_accuracy,difference_accuracy,archived_did_bet,replayed_did_bet,difference_did_bet,archived_is_correct,replayed_is_correct,difference_is_correct,archived_points,replayed_points,difference_points,score_changed
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_food_s43519545,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_food_s713436687,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_food_s945613998,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_geography_s1629970616,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_geography_s926317758,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_history_s1707114803,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_history_s1919884797,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_language_s1061088838,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_language_s1964546101,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_language_s2125034212,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_language_s610780806,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_literature_s1089658297,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_literature_s1635690509,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_math_s1179217753,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_math_s881687249,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_math_s897073265,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_music_s953316281,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:12b,mc_pdw_gen_medium_physics_s409123463,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_easy_biology_s1052111400,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_easy_biology_s2130454161,easy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_easy_geography_s1444179045,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_easy_geography_s1801856924,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_easy_history_s1637626091,easy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_easy_history_s254449862,easy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_easy_language_s2075698294,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_easy_math_s1167672954,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_easy_music_s778876502,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_easy_physics_s2045701804,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_easy_sports_s589130776,easy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_easy_technology_s1023994112,easy,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_hard_chemistry_s56302392,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_hard_geography_s1037923234,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_hard_geography_s982535449,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_hard_history_s1879641140,hard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_hard_literature_s1402721119,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_hard_literature_s1407707893,hard,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_hard_literature_s52114218,hard,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_hard_math_s1213859997,hard,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_hard_math_s937906622,hard,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_hard_music_s1228045085,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_hard_music_s1922489499,hard,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_hard_sports_s1548358780,hard,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_art_s359529100,medium,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_biology_s17134243,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_biology_s1745186785,medium,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_biology_s1783186094,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_biology_s1991973249,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_chemistry_s1104678720,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_chemistry_s1579421955,medium,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_food_s110632926,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_food_s43519545,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_food_s713436687,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_food_s945613998,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_geography_s1629970616,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_geography_s926317758,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_history_s1707114803,medium,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_history_s1919884797,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_language_s1061088838,medium,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_language_s1964546101,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_language_s2125034212,medium,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_language_s610780806,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_literature_s1089658297,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_literature_s1635690509,medium,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_math_s1179217753,medium,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_math_s881687249,medium,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_math_s897073265,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_music_s953316281,medium,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,gemma3:1b,mc_pdw_gen_medium_physics_s409123463,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_easy_biology_s1052111400,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_easy_biology_s2130454161,easy,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_easy_geography_s1444179045,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_easy_geography_s1801856924,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_easy_history_s1637626091,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_easy_history_s254449862,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_easy_language_s2075698294,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_easy_math_s1167672954,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_easy_music_s778876502,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_easy_physics_s2045701804,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_easy_sports_s589130776,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_easy_technology_s1023994112,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_hard_chemistry_s56302392,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_hard_geography_s1037923234,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_hard_geography_s982535449,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_hard_history_s1879641140,hard,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_hard_literature_s1402721119,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_hard_literature_s1407707893,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_hard_literature_s52114218,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_hard_math_s1213859997,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_hard_math_s937906622,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_hard_music_s1228045085,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_hard_music_s1922489499,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_hard_sports_s1548358780,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_art_s359529100,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_biology_s17134243,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_biology_s1745186785,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_biology_s1783186094,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_biology_s1991973249,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_chemistry_s1104678720,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_chemistry_s1579421955,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_food_s110632926,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_food_s43519545,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_food_s713436687,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_food_s945613998,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_geography_s1629970616,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_geography_s926317758,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_history_s1707114803,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_history_s1919884797,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_language_s1061088838,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_language_s1964546101,medium,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_language_s2125034212,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_language_s610780806,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_literature_s1089658297,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_literature_s1635690509,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_math_s1179217753,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_math_s881687249,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_math_s897073265,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_music_s953316281,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,gemma3:27b,mc_pdw_gen_medium_physics_s409123463,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_easy_biology_s1052111400,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_easy_biology_s2130454161,easy,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_easy_geography_s1444179045,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_easy_geography_s1801856924,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_easy_history_s1637626091,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_easy_history_s254449862,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_easy_language_s2075698294,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_easy_math_s1167672954,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_easy_music_s778876502,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_easy_physics_s2045701804,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_easy_sports_s589130776,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_easy_technology_s1023994112,easy,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_hard_chemistry_s56302392,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_hard_geography_s1037923234,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_hard_geography_s982535449,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_hard_history_s1879641140,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_hard_literature_s1402721119,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_hard_literature_s1407707893,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_hard_literature_s52114218,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_hard_math_s1213859997,hard,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_hard_math_s937906622,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_hard_music_s1228045085,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_hard_music_s1922489499,hard,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_hard_sports_s1548358780,hard,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_medium_art_s359529100,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_medium_biology_s17134243,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_medium_biology_s1745186785,medium,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-10.0,-10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_medium_biology_s1783186094,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_medium_biology_s1991973249,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_medium_chemistry_s1104678720,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_medium_chemistry_s1579421955,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_medium_food_s110632926,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_medium_food_s43519545,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,False
full_eval_expansion,glm4:9b,mc_pdw_gen_medium_food_s713436687,medium,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,False
